,SiteEnergyUse(kBtu),TotalGHGEmissions,NumberofBuildings,NumberofFloors,PropertyGFATotal,ENERGYSTARScore,age_batiment,PrimaryPropertyType
3136,8475238.0,270.63,5.0,1,87458,30.8,50,Mixed Use Property
3141,11702959.0,303.69,1.0,1,51400,74.0,5,Other
3144,1634669.375,11.4,1.0,1,26263,64.0,23,Small- and Mid-Sized Office
3152,72370.39844,0.5,1.0,2,39212,96.0,110,Other
3155,5170809.5,158.6,0.0,1,21400,60.8,48,Other
3156,53166156.0,2549.47,1.0,8,178000,80.6,16,Other
3158,40613740.0,537.03,1.0,4,162157,52.6,11,Large Office
3160,8926736.0,94.63,1.0,4,33997,23.0,13,Other
3162,17463744.0,163.19,1.0,11,526423,97.0,4,Large Office
3163,1357119.875,9.46,1.0,6,74211,97.0,114,Mixed Use Property
3165,1544193.75,15.5,1.0,2,45700,99.0,28,Warehouse
3168,18470340.0,549.11,8.0,0,502030,49.6,87,Other
3171,31803568.0,619.9,1.0,2,53575,48.8,4,Other
3173,11624548.0,92.07,1.0,6,157345,63.0,4,Large Office
3175,6275367.5,175.46,1.0,5,136758,90.0,4,Other
3176,8767617.0,191.97,1.0,7,192259,72.0,4,Other
3178,5475367.0,38.17,2.0,2,137138,68.6,4,Other
3187,57764408.0,1789.69,1.0,8,330000,58.0,3,Other
3192,3886545.0,144.41,1.0,3,43832,67.0,98,Retail Store
3193,11730555.0,325.94,1.0,6,146363,59.4,29,Other
3198,14697487.0,352.77,1.0,1,67263,78.0,5,Other
3199,13458948.0,147.84,1.0,13,354086,88.0,28,Large Office
3201,1933811.625,57.59,1.0,2,70292,37.0,8,Worship Facility
3203,41680640.0,290.57,1.0,7,90679,100.0,41,Other
3205,41696464.0,1088.25,0.0,8,339591,52.6,3,Other
3214,2912264.0,51.59,1.0,2,35780,22.0,2,Other
3216,1363191.625,9.5,1.0,3,105061,100.0,3,Large Office
3218,2502131.0,20.1,1.0,3,62662,67.0,3,Small- and Mid-Sized Office
3221,3497215.5,24.38,1.0,4,62381,62.0,3,Hotel
3228,7531325.0,184.81,1.0,6,79805,25.0,3,Other
3232,2429214.0,54.98,0.0,1,29000,70.0,54,Other
3233,25959642.0,809.76,1.0,6,305025,40.0,3,Other
3235,4581493.0,42.2,1.0,7,333714,63.4,2,Large Office
3240,544172.375,16.13,1.0,2,56988,80.6,2,Other
3252,6335315.5,107.29,4.0,2,149856,77.8,9,Other
3253,1546484.875,38.13,1.0,2,44162,65.2,6,Other
3254,12095818.0,457.51,1.0,1,53775,65.6,3,Other
3259,2274296.75,29.4,0.0,2,64820,75.6,104,Small- and Mid-Sized Office
3260,3185005.25,74.3,1.0,2,99765,65.2,23,Other
3261,37022180.0,1280.81,1.0,3,428347,63.4,91,Other
3264,163945984.0,6330.91,1.0,8,374466,74.0,96,Other
3267,2737534.5,58.28,1.0,3,197395,66.6,27,Other
3268,7768057.5,82.58,1.0,8,41198,44.0,6,Other
3273,2159170.25,51.39,1.0,0,40265,60.6,7,Other
3276,4926695.0,103.65,1.0,0,176225,91.0,5,Other
3278,15965859.0,437.2,1.0,0,166991,19.0,63,Other
3279,6960904.5,48.53,1.0,0,89392,16.0,46,Other
3280,3894142.5,62.41,1.0,0,97040,69.0,5,Other
3281,16371039.0,213.7,1.0,6,427181,99.0,2,Large Office
3290,940844.6875,9.91,1.0,4,101580,60.4,2,Other
3294,1399581.625,9.76,1.0,3,33648,77.0,2,Other
3312,2346692.5,65.01,1.0,5,37873,69.0,1,Small- and Mid-Sized Office
3317,18760766.0,214.19,1.0,10,513816,57.0,1,Large Office
3319,5525072.5,50.32,1.0,14,144614,89.0,1,Hotel
3320,12720069.0,147.14,1.0,12,480702,99.0,2,Large Office
3321,627854.125,4.38,1.0,2,25532,86.0,2,Mixed Use Property
3322,4991893.5,91.98,1.0,2,108036,66.2,1,Other
3324,13998638.0,202.12,1.0,12,483397,98.0,1,Large Office
3329,13239050.0,245.16,1.0,13,536697,98.0,2,Large Office
3337,6042399.5,131.02,1.0,4,126823,72.0,2,Hotel
3338,3605855.5,157.7,1.0,1,52085,37.0,61,Warehouse
3339,4420650.5,134.8,1.0,2,24990,9.0,87,Small- and Mid-Sized Office
3340,2925780.0,67.65,1.0,1,72000,65.0,3,Other
3347,1325972.75,9.24,1.0,3,45000,77.0,1,Other
3356,39364116.0,1000.06,1.0,6,345290,52.6,1,Mixed Use Property
3359,3180819.25,22.17,1.0,1,68072,80.0,54,Other
3360,636965.5,4.44,1.0,1,20616,86.0,11,Mixed Use Property
3361,851053.8125,29.18,1.0,1,11685,72.0,3,Other
3362,783423.0,23.0,1.0,1,11968,78.6,6,Other
3363,645665.375,14.37,1.0,1,11285,83.2,67,Other
3364,936616.5,24.73,1.0,1,16795,77.0,105,Other
3365,5117308.5,216.18,1.0,1,12769,49.6,44,Other
3366,502667.6875,3.5,1.0,1,13661,75.0,64,Other
3367,5976246.0,259.22,1.0,1,23445,60.6,104,Other
3368,1813404.0,60.81,1.0,1,20050,49.4,22,Mixed Use Property
3369,387810.0,7.79,1.0,1,15398,93.0,56,Other
3370,932082.125,20.33,1.0,1,18261,65.6,34,Other
3371,849745.6875,20.94,1.0,1,12294,46.0,26,Other
3372,950276.1875,32.17,1.0,1,16000,78.2,12,Other
3373,5765898.0,223.54,1.0,1,13157,62.4,42,Other
3374,719471.1875,22.11,1.0,1,14101,83.2,27,Mixed Use Property
3375,1152896.25,41.27,1.0,1,18258,48.4,78,Mixed Use Property
